case_name,dice,iou,precision,recall,tp,fp,fn,tn,gt_area,pred_area,fp_area_ratio,fn_area_ratio,num_gt_cc,num_pred_cc,mean_component_size,perimeter,boundary_to_area_ratio,thinness_score,fragmentation_ratio,mean_routing_entropy,cnn_expert_fraction,vit_expert_fraction,expert_hhi_concentration,mean_gs,cnn_expert_selections,vit_expert_selections,error_taxonomy,primary_error_category,performance_tier
20160328_152511_641_361,0.7775282279243367,0.6360295964987016,0.6462104936860946,0.9758282485320656,12636,6918,313,210533,12949,19554,0.3537895059834305,0.0241717507143408,1,1,12949.0,2798,0.2160784616572708,0.1080392308286354,1.0,1.999931509380087,0.15625,0.84375,0.07666015625,0.51534375,10,54,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160328_152511_641_721,0.7830499853259325,0.6434528747145417,0.7133610692863566,0.8678290164914003,1543,620,235,228002,1778,2163,0.2866389274156264,0.1321709786276715,1,2,1778.0,514,0.2890888638920135,0.1445444319460067,2.0,1.9999450986833744,0.21875,0.78125,0.07275390625,0.517575,14,50,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160328_152747_1281_361,0.7834741781094933,0.6440259335325558,0.7059699467267023,0.8800945060500426,10430,4344,1421,214205,11851,14774,0.2940300527954514,0.1199054932073242,2,3,5925.5,3166,0.2671504514386971,0.1335752257193485,1.5,1.9999729440626624,0.203125,0.796875,0.07373046875,0.5160312499999999,13,51,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160328_152747_1281_721,0.6860932462096198,0.5221780344993024,0.53628652046407,0.9520356890572466,1707,1476,86,227131,1793,3183,0.4637134778510839,0.0479643056330172,1,1,1793.0,390,0.2175125488008923,0.1087562744004461,1.0,1.999963644726937,0.21875,0.78125,0.07275390625,0.51713125,14,50,['moderate_general_error'],moderate_general_error,Low_Dice (<25%)
20160328_152747_1921_361,0.7828344708609503,0.6431618807136945,0.810841843953078,0.7566973093696366,13417,3130,4314,209539,17731,16547,0.1891581555568985,0.2433026902035982,1,2,17731.0,3321,0.1872990807061079,0.0936495403530539,2.0,1.999976373864779,0.1875,0.8125,0.08154296875,0.5146125,12,52,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160328_152747_1_361,0.762688951389665,0.6164084223173034,0.6783007864483381,0.8710582943098547,9309,4415,1378,215298,10687,13724,0.3216992130574176,0.1289417048750819,1,1,10687.0,2884,0.2698605782726677,0.1349302891363338,1.0,1.9999815495635749,0.203125,0.796875,0.0703125,0.517,13,51,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160328_152747_641_361,0.7724635810324663,0.6292795627865577,0.6748507711032489,0.903089675280264,11984,5774,1286,211356,13270,17758,0.3251492285167248,0.0969103240391861,1,1,13270.0,3624,0.2730972117558402,0.1365486058779201,1.0,1.9999651489880048,0.1875,0.8125,0.07177734375,0.5168312500000001,12,52,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160328_153548_1281_1081,0.8159045693204589,0.6890530511144859,0.819488811345936,0.8123515375110726,1026,226,237,228911,1263,1252,0.1805111821086262,0.1876484560570071,1,2,1263.0,218,0.1726049089469517,0.0863024544734758,2.0,1.9999234613219428,0.25,0.75,0.07763671875,0.51754375,16,48,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160328_153548_1281_361,0.8924343792508785,0.8057620808483248,0.9342672401208684,0.854187191066272,6936,488,1184,221792,8120,7424,0.0657327586206896,0.1458128078817734,1,1,8120.0,1052,0.1295566502463054,0.0647783251231527,1.0,1.999904967027456,0.28125,0.71875,0.0810546875,0.5198375,18,46,['high_quality'],high_quality,High_Dice (>75%)
20160328_153548_1281_721,0.8112408832200675,0.682426634436695,0.7846548489543017,0.8396917009784994,23859,6548,4555,195438,28414,30407,0.2153451507876475,0.1603082987259801,3,2,9471.333333333334,4591,0.161575279791652,0.080787639895826,0.6666666666666666,1.9999397339486888,0.125,0.875,0.0771484375,0.5101625000000001,8,56,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160328_153548_1921_361,0.9043065744183876,0.8253281011870328,0.90625464202477,0.9023668632378944,12200,1262,1320,215618,13520,13462,0.0937453573020353,0.0976331360946745,1,1,13520.0,1494,0.1105029585798816,0.0552514792899408,1.0,1.9999452800604876,0.265625,0.734375,0.07568359375,0.51875625,17,47,['high_quality'],high_quality,High_Dice (>75%)
20160328_153548_1921_721,0.8924932754931144,0.8058581097017672,0.86638885912734,0.9202196196312288,16425,2533,1424,210018,17849,18958,0.1336111404156556,0.079780379853213,2,1,8924.5,2779,0.1556949969185948,0.0778474984592974,0.5,1.999952462930008,0.21875,0.78125,0.0751953125,0.5147375000000001,14,50,['high_quality'],high_quality,High_Dice (>75%)
20160328_153548_1_1,0.7920907385710438,0.6557535105194913,0.837778491410787,0.7511283968351443,15643,3029,5183,206545,20826,18672,0.1622215081405312,0.248871602804187,1,1,20826.0,3686,0.1769903005858062,0.0884951502929031,1.0,1.9999575882598284,0.1875,0.8125,0.07080078125,0.51621875,12,52,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160328_153548_1_1081,0.7607458528936999,0.6138739617455119,0.7213133572351433,0.8047390327234265,25132,9710,6098,189460,31230,34842,0.2786866425578325,0.1952609670188921,1,1,31230.0,4278,0.136983669548511,0.0684918347742555,1.0,1.9999599568058135,0.125,0.875,0.08056640625,0.5133062500000001,8,56,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160328_153548_641_1,0.8057671374630331,0.6747152609343732,0.7601368678184143,0.857225543397211,4443,1402,740,223815,5183,5845,0.2398631308810949,0.1427744549488713,1,1,5183.0,1078,0.2079876519390314,0.1039938259695157,1.0,1.9999409103523544,0.203125,0.796875,0.0751953125,0.5169312500000001,13,51,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160328_153548_641_1081,0.7230128152834308,0.566186430010185,0.666537810743398,0.7899438776830009,13794,6901,3668,206037,17462,20695,0.3334621889345252,0.2100561218646203,1,1,17462.0,3550,0.2032985912266636,0.1016492956133318,1.0,1.9999757129647864,0.140625,0.859375,0.07958984375,0.51486875,9,55,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160328_153548_641_361,0.6480438960678089,0.4793379712425279,0.5561399210419032,0.7763360068698378,4547,3629,1310,220914,5857,8176,0.4438600782778865,0.2236639918046781,10,5,585.7,2268,0.3872289568038244,0.1936144784019122,0.5,1.9999813885741344,0.171875,0.828125,0.07763671875,0.51391875,11,53,['complex_topology'],complex_topology,Low_Dice (<25%)
20160328_153548_641_721,0.7794774118268324,0.6386423482694614,0.7437528391959605,0.8188070521327954,13096,4512,2898,209894,15994,17608,0.2562471603816447,0.1811929473552582,2,1,7997.0,3223,0.2015130674002751,0.1007565337001375,0.5,1.9999662664294169,0.1875,0.8125,0.078125,0.5144875000000001,12,52,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160328_153604_1281_1,0.6637931030212345,0.4967741930700297,0.5277749355214579,0.8942624356140364,5159,4616,610,220015,5769,9775,0.4722250639386189,0.1057375628358467,1,2,5769.0,1772,0.3071589530247877,0.1535794765123938,2.0,1.999956785779395,0.1875,0.8125,0.07275390625,0.5161374999999999,12,52,['moderate_general_error'],moderate_general_error,Low_Dice (<25%)
20160328_153604_1281_361,0.7574262459925162,0.609562405088394,0.6648361457876435,0.8799787253989017,14891,7507,2031,205971,16922,22398,0.3351638539155281,0.1200212740810778,1,1,16922.0,3158,0.1866209667887956,0.0933104833943978,1.0,1.999964237574908,0.140625,0.859375,0.0810546875,0.5127625,9,55,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160328_153604_1281_721,0.7190124115221932,0.5612953770899476,0.591512082021516,0.9165813707637483,10746,7421,978,211255,11724,18167,0.4084879176528871,0.0834186284544524,1,2,11724.0,2934,0.2502558853633572,0.1251279426816786,2.0,1.9999828791854608,0.234375,0.765625,0.0771484375,0.5148312500000001,15,49,['moderate_general_error'],moderate_general_error,Medium_Dice (25-75%)
20160328_153604_1921_361,0.73985784554771,0.5871225265607298,0.6642450417800608,0.8348963467959063,10149,5130,2007,213114,12156,15279,0.3357549577851954,0.1651036525172754,2,3,6078.0,3155,0.2595426127015465,0.1297713063507732,1.5,1.999968720682916,0.296875,0.703125,0.072265625,0.5165187499999999,19,45,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160328_153604_1921_721,0.7490091987241358,0.5987327788183847,0.6312048041235416,0.9208761726232668,10300,6018,885,213197,11185,16318,0.3687951954896433,0.0791238265534197,1,3,11185.0,2448,0.218864550737595,0.1094322753687975,3.0,1.9999646329668788,0.109375,0.890625,0.0751953125,0.5114125,7,57,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160328_153604_1_1,0.822411936308871,0.698386780289735,0.7539839227513864,0.9045000838229572,10693,3489,1129,215089,11822,14182,0.2460160767169651,0.0954999154119438,1,1,11822.0,2152,0.1820334968702419,0.0910167484351209,1.0,1.999977798024527,0.234375,0.765625,0.0693359375,0.5146125,15,49,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160328_153604_1_361,0.7663518463608853,0.621207792594865,0.6755933884207821,0.885279269756327,10873,5221,1409,212897,12282,16094,0.3244066111594383,0.114720729522879,1,1,12282.0,2675,0.2177984041687021,0.108899202084351,1.0,1.9999780123362765,0.25,0.75,0.06982421875,0.51576875,16,48,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160328_153604_641_1,0.7420255517632517,0.5898574114945807,0.6185639719152461,0.9270613098022608,8770,5408,690,215532,9460,14178,0.3814360276484694,0.0729386892177589,1,2,9460.0,1886,0.1993657505285412,0.0996828752642706,2.0,1.999968560964407,0.265625,0.734375,0.0771484375,0.51505,17,47,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160328_153604_641_1081,0.8606924222283315,0.7554522053752417,0.8606038779586421,0.8607809842770072,16731,2710,2706,208253,19437,19441,0.1393961215986832,0.1392190152801358,1,1,19437.0,2413,0.1241446725317693,0.0620723362658846,1.0,1.999943133081618,0.21875,0.78125,0.07373046875,0.515525,14,50,['high_quality'],high_quality,Medium_Dice (25-75%)
20160328_153604_641_361,0.7659847571156612,0.6207255230699409,0.6770670823632264,0.8817879566052285,14322,6831,1920,207327,16242,21153,0.3229329173166926,0.1182120428518655,3,1,5414.0,4470,0.2752124122644994,0.1376062061322497,0.3333333333333333,1.9999282634647615,0.09375,0.90625,0.08349609375,0.5105875,6,58,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160328_153604_641_721,0.7778236955914983,0.6364251154156869,0.730999043540273,0.8310576721479127,12234,4502,2487,211177,14721,16736,0.2690009560229445,0.1689423272875484,2,2,7360.5,3390,0.2302832687996739,0.1151416343998369,1.0,1.9999636670468188,0.171875,0.828125,0.07763671875,0.514825,11,53,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160328_153620_1281_1081,0.8610421820966995,0.755991283050136,0.8979667249613059,0.827034386016226,2429,276,508,227187,2937,2705,0.1020332717190388,0.1729656111678583,1,1,2937.0,555,0.1889683350357507,0.0944841675178753,1.0,1.999940891968678,0.21875,0.78125,0.07666015625,0.515625,14,50,['high_quality'],high_quality,Medium_Dice (25-75%)
20160328_153620_1281_361,0.793198025144335,0.6572727271507842,0.8040078976002524,0.7826749733159519,35427,8636,9837,176500,45264,44063,0.1959921022172798,0.2173250265111346,2,1,22632.0,7174,0.1584924001413927,0.0792462000706963,0.5,1.9998902068167048,0.125,0.875,0.078125,0.5057437499999999,8,56,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160328_153620_1281_721,0.8372497822538868,0.720059879994536,0.7392504101647803,0.9652027176699036,21164,7465,763,201008,21927,28629,0.2607495895770023,0.0347972818899074,12,2,1827.25,5996,0.2734528207233092,0.1367264103616546,0.1666666666666666,1.9999689794650632,0.171875,0.828125,0.0771484375,0.5124625,11,53,"['complex_topology', 'boundary_margin_error']",complex_topology,Medium_Dice (25-75%)
20160328_153620_1921_1081,0.9031642242623183,0.8234270291328631,0.8957682468088912,0.9106833484978988,9462,1101,928,218909,10390,10563,0.1042317523430843,0.0893166506256015,1,2,10390.0,1998,0.1923002887391723,0.0961501443695861,2.0,1.9999557782431143,0.21875,0.78125,0.080078125,0.516375,14,50,['high_quality'],high_quality,High_Dice (>75%)
20160328_153620_1921_361,0.901013957423012,0.8198593271578268,0.8494674414039868,0.9592203894855172,28791,5102,1224,195283,30015,33893,0.150532558345381,0.0407796101949025,2,2,15007.5,4710,0.1569215392303848,0.0784607696151924,1.0,1.9999375854944532,0.125,0.875,0.080078125,0.51314375,8,56,['high_quality'],high_quality,High_Dice (>75%)
20160328_153620_1_361,0.9156036670190496,0.8443441195546115,0.8756761470145767,0.9593462258389314,30111,4275,1276,194738,31387,34386,0.1243238527307625,0.0406537738554178,2,2,15693.5,3918,0.1248287507566827,0.0624143753783413,1.0,1.9999539820443248,0.125,0.875,0.0830078125,0.5119125,8,56,['high_quality'],high_quality,High_Dice (>75%)
20160328_153620_1_721,0.9373101776050852,0.8820167069001661,0.8928783369541865,0.9863956712237408,6018,722,83,223577,6101,6740,0.1071216617210682,0.013604327159482,1,4,6101.0,709,0.1162104573020816,0.0581052286510408,4.0,1.9999518482119485,0.234375,0.765625,0.06982421875,0.51789375,15,49,['high_quality'],high_quality,High_Dice (>75%)
20160328_153620_641_361,0.840019044851792,0.7241662383538572,0.731143803635367,0.9869930056125972,7057,2595,93,220655,7150,9652,0.268856195607128,0.013006993006993,4,2,1787.5,1854,0.2593006993006993,0.1296503496503496,0.5,1.9999549523157412,0.234375,0.765625,0.07568359375,0.5178687500000001,15,49,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160328_153620_641_721,0.8813059356181215,0.7877988841436081,0.8416503773635257,0.924883123252141,43919,8263,3567,174651,47486,52182,0.158349622475183,0.0751168765530893,3,1,15828.666666666666,8363,0.1761150654929874,0.0880575327464937,0.3333333333333333,1.999897134506718,0.109375,0.890625,0.0810546875,0.50414375,7,57,['high_quality'],high_quality,High_Dice (>75%)
20160328_153629_1281_361,0.9641245730361372,0.9307340901617612,0.9368049605038442,0.9930854670221204,8761,591,61,220987,8822,9352,0.0631950384944396,0.0069145318521877,1,1,8822.0,698,0.0791203808660167,0.0395601904330083,1.0,1.9999236066570183,0.296875,0.703125,0.0751953125,0.52075625,19,45,['high_quality'],high_quality,High_Dice (>75%)
20160328_153629_1281_721,0.9065825776597758,0.8291276132398104,0.8933682227110278,0.9201937246072042,21850,2608,1895,204047,23745,24458,0.1066317769237059,0.0798062750052642,1,1,23745.0,3705,0.1560328490208465,0.0780164245104232,1.0,1.999939369929564,0.109375,0.890625,0.0810546875,0.51135,7,57,['high_quality'],high_quality,High_Dice (>75%)
20160328_153629_1921_361,0.9234482757173278,0.857783471883471,0.9065952663938094,0.9409397256393331,29458,3035,1849,196058,31307,32493,0.0934047333271781,0.0590602740601143,1,1,31307.0,3988,0.1273836522183537,0.0636918261091768,1.0,1.9999182665564528,0.09375,0.90625,0.08251953125,0.51291875,6,58,['high_quality'],high_quality,High_Dice (>75%)
20160328_153629_1_361,0.922809817711484,0.856682350883437,0.875248997138124,0.9758365410198884,32954,4697,816,191933,33770,37651,0.1247510026294122,0.0241634586911459,3,1,11256.666666666666,4891,0.1448326917382291,0.0724163458691145,0.3333333333333333,1.9999120670884247,0.15625,0.84375,0.078125,0.51409375,10,54,['high_quality'],high_quality,High_Dice (>75%)
20160328_153629_641_361,0.8494961925639465,0.7383688668159081,0.7913021313248092,0.9169291329557784,9316,2457,844,217783,10160,11773,0.2086978680030578,0.0830708661417322,2,1,5080.0,1951,0.1920275590551181,0.096013779527559,0.5,1.99995210111676,0.21875,0.78125,0.07275390625,0.51711875,14,50,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160328_153629_641_721,0.9353722252095956,0.87859085340296,0.8977864372511623,0.97624257546586,28107,3200,684,198409,28791,31307,0.1022135624620691,0.0237574241950609,6,1,4798.5,3676,0.1276787885102983,0.0638393942551491,0.1666666666666666,1.9999434014529105,0.171875,0.828125,0.0771484375,0.5122625000000001,11,53,"['complex_topology', 'high_quality']",complex_topology,High_Dice (>75%)
20160328_153829_1281_361,0.8737839472787475,0.7758581891702232,0.8029393498232924,0.9583397668514438,31032,7616,1349,190403,32381,38648,0.1970606499689505,0.0416602328525987,7,1,4625.857142857143,7820,0.2414996448534634,0.1207498224267317,0.1428571428571428,1.999902863212856,0.125,0.875,0.07861328125,0.50828125,8,56,"['complex_topology', 'high_quality']",complex_topology,High_Dice (>75%)
20160328_153829_1281_721,0.7680951847878207,0.6235020557619352,0.6679440493045717,0.903576980550604,3486,1733,372,224809,3858,5219,0.3320559494155968,0.0964230171073094,3,1,1286.0,1468,0.3805080352514256,0.1902540176257128,0.3333333333333333,1.9999593671043563,0.28125,0.71875,0.07861328125,0.516725,18,46,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160328_153829_1921_1,0.8145237887888516,0.6870857306842867,0.7120051323878156,0.951530740428945,18866,7631,961,202942,19827,26497,0.2879948673434728,0.0484692590911383,14,1,1416.2142857142858,6747,0.3402935391133303,0.1701467695566651,0.0714285714285714,1.9999208464598168,0.125,0.875,0.07421875,0.5092874999999999,8,56,"['complex_topology', 'boundary_margin_error']",complex_topology,Medium_Dice (25-75%)
20160328_153829_1921_361,0.819490841124881,0.6941842297147068,0.7118270948332458,0.965526598899222,3557,1440,127,225276,3684,4997,0.2881729037422453,0.0344733984799131,2,2,1842.0,976,0.264929424538545,0.1324647122692725,1.0,1.999931375483775,0.234375,0.765625,0.07568359375,0.51538125,15,49,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160328_153829_1_1,0.8277155429016514,0.7060705598284756,0.7256346175958461,0.9632194605347032,16551,6258,632,206959,17183,22809,0.2743653820860187,0.0367805389047314,4,1,4295.75,5674,0.3302100913693767,0.1651050456846883,0.25,1.9999501747944408,0.125,0.875,0.087890625,0.5128187500000001,8,56,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160328_153829_1_721,0.8597165181747805,0.753949813250523,0.8563134966930815,0.8631466938912798,6490,1089,1029,221792,7519,7579,0.1436865021770682,0.136853304960766,1,2,7519.0,1642,0.2183801037371991,0.1091900518685995,2.0,1.9999584142337452,0.25,0.75,0.07373046875,0.51833125,16,48,['high_quality'],high_quality,Medium_Dice (25-75%)
20160328_153829_641_1,0.8676999231340384,0.7663162273517663,0.8476683932943763,0.8887011100382055,14724,2646,1844,211186,16568,17370,0.1523316062176165,0.1112988894253983,5,2,3313.6,3613,0.2180709802028005,0.1090354901014002,0.4,1.9999545995784935,0.140625,0.859375,0.0771484375,0.515325,9,55,"['complex_topology', 'high_quality']",complex_topology,High_Dice (>75%)
20160328_153829_641_1081,0.6319292881755079,0.4619127379262082,0.4714646255218883,0.9579818015583428,5791,6492,254,217863,6045,12283,0.5285353740942766,0.0420181968569065,2,1,3022.5,1958,0.323904052936311,0.1619520264681555,0.5,1.999966170393312,0.234375,0.765625,0.07177734375,0.5147125,15,49,['over_segmentation'],over_segmentation,Low_Dice (<25%)
20160328_153829_641_361,0.8582581112111136,0.7517094009062933,0.7668664841778022,0.974380278390278,7036,2139,185,221040,7221,9175,0.233133514986376,0.0256197202603517,2,1,3610.5,2066,0.2861099570696579,0.1430549785348289,0.5,1.9999373565093488,0.265625,0.734375,0.0703125,0.51868125,17,47,['high_quality'],high_quality,Medium_Dice (25-75%)
20160328_153829_641_721,0.8139167091654952,0.6862222201889712,0.6919629498298089,0.9880546032932824,2316,1031,28,227025,2344,3347,0.3080370481027786,0.0119453924914675,2,2,1172.0,1120,0.4778156996587031,0.2389078498293515,1.0,1.9999548764539488,0.265625,0.734375,0.080078125,0.516,17,47,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160329_103807_1081_1,0.2056364196258339,0.1146013115039673,0.1431034479674494,0.3652365216433634,664,3976,1154,224606,1818,4640,0.8568965517241379,0.6347634763476347,1,3,1818.0,702,0.3861386138613861,0.193069306930693,3.0,1.9999374644336096,0.21875,0.78125,0.07861328125,0.5151125,14,50,"['false_crack_high_fp', 'thin_low_area_failure', 'over_segmentation']",false_crack_high_fp,Low_Dice (<25%)
20160329_103807_361_1,0.796017617728937,0.661153875214864,0.8503234655703179,0.7482318437345904,17350,3054,5838,204158,23188,20404,0.1496765340129386,0.251768155942729,2,2,11594.0,1985,0.0856046230809039,0.0428023115404519,1.0,1.999953109768399,0.1875,0.8125,0.0712890625,0.51524375,12,52,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160329_103807_361_1281,0.7269049639887432,0.5709746275236562,0.7429067379697312,0.7115779925297526,23539,8146,9541,189174,33080,31685,0.2570932617958024,0.288422007255139,4,1,8270.0,5043,0.1524486094316808,0.0762243047158404,0.25,1.9999584806578437,0.21875,0.78125,0.07373046875,0.513775,14,50,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
20160329_103807_361_1921,0.7143088902150699,0.5555835960743006,0.7855766483066027,0.6548964776728651,22015,6009,11601,190775,33616,28024,0.2144233514130745,0.3451035221323179,6,2,5602.666666666667,5092,0.1514754878629224,0.0757377439314612,0.3333333333333333,1.9999688483567808,0.203125,0.796875,0.07080078125,0.5141625000000001,13,51,"['complex_topology', 'boundary_margin_error']",complex_topology,Medium_Dice (25-75%)
20160329_103807_361_641,0.8144231662156708,0.6869425439227368,0.9112966138993872,0.736166547469399,35043,3411,12559,179387,47602,38454,0.0887033858636292,0.2638334523759506,3,2,15867.333333333334,4507,0.0946808957606823,0.0473404478803411,0.6666666666666666,1.9999717571637272,0.171875,0.828125,0.078125,0.51271875,11,53,['boundary_margin_error'],boundary_margin_error,Medium_Dice (25-75%)
